0.003 1.77635683940025e-15 8.88178419700125e-16 8.88178419700125e-16 16.1440396173676 16.1440396173677 16.1440396173677
0.006 2.66453525910038e-15 1.77635683940025e-15 1.77635683940025e-15 16.1440396173674 16.1440396173676 16.1440396173677
0.009 2.66453525910038e-15 5.32907051820075e-15 5.32907051820075e-15 16.1440396173669 16.1440396173675 16.1440396173677
0.012 1.77635683940025e-15 9.76996261670138e-15 1.06581410364015e-14 16.1440396173663 16.1440396173672 16.1440396173676
0.015 0 1.68753899743024e-14 1.50990331349021e-14 16.1440396173656 16.144039617367 16.1440396173675
0.018 1.77635683940025e-15 2.66453525910038e-14 2.1316282072803e-14 16.1440396173647 16.1440396173666 16.1440396173674
0.021 3.5527136788005e-15 3.90798504668055e-14 2.93098878501041e-14 16.1440396173637 16.1440396173662 16.1440396173673
0.024 6.21724893790088e-15 5.24025267623074e-14 3.81916720471054e-14 16.1440396173625 16.1440396173657 16.1440396173671
0.027 8.88178419700125e-15 6.75015598972095e-14 4.88498130835069e-14 16.1440396173611 16.1440396173652 16.144039617367
0.03 1.33226762955019e-14 8.34887714518118e-14 6.12843109593086e-14 16.1440396173596 16.1440396173646 16.1440396173668
0.033 1.68753899743024e-14 1.02140518265514e-13 7.37188088351104e-14 16.144039617358 16.1440396173639 16.1440396173666
0.036 2.22044604925031e-14 1.23456800338317e-13 8.79296635503124e-14 16.1440396173561 16.1440396173632 16.1440396173664
0.039 2.75335310107039e-14 1.45661260830821e-13 1.02140518265514e-13 16.1440396173542 16.1440396173624 16.1440396173661
0.042 3.37507799486048e-14 1.68753899743024e-13 1.16351372980716e-13 16.1440396173521 16.1440396173616 16.1440396173659
0.045 3.99680288865056e-14 1.94511073914327e-13 1.34114941374719e-13 16.1440396173499 16.1440396173606 16.1440396173656
0.048 4.70734562441066e-14 2.20268248085631e-13 1.52766688188422e-13 16.1440396173475 16.1440396173597 16.1440396173653
0.051 5.59552404411079e-14 2.49578135935735e-13 1.73194791841524e-13 16.144039617345 16.1440396173586 16.144039617365
0.054 6.48370246381091e-14 2.8066438062524e-13 1.95399252334028e-13 16.1440396173423 16.1440396173575 16.1440396173646
0.057 7.46069872548105e-14 3.13526982154144e-13 2.16715534406831e-13 16.1440396173395 16.1440396173563 16.1440396173643
0.06 8.61533067109121e-14 3.46389583683049e-13 2.40696351738734e-13 16.1440396173366 16.1440396173551 16.1440396173639
0.063 9.68114477473137e-14 3.81916720471054e-13 2.64677169070637e-13 16.1440396173336 16.1440396173538 16.1440396173635
0.066 1.09245945623115e-13 4.20108392518159e-13 2.88657986402541e-13 16.1440396173304 16.1440396173524 16.1440396173631
0.069 1.21680443498917e-13 4.60964599824365e-13 3.14415160573844e-13 16.1440396173271 16.144039617351 16.1440396173627
0.072 1.34114941374719e-13 5.04485342389671e-13 3.42836870004248e-13 16.1440396173236 16.1440396173495 16.1440396173622
0.075 1.49213974509621e-13 5.48894263374677e-13 3.72146757854352e-13 16.1440396173201 16.1440396173479 16.1440396173617
0.078 1.64313007644523e-13 5.95967719618784e-13 4.02344824124157e-13 16.1440396173165 16.1440396173463 16.1440396173613
0.081 1.80300219199125e-13 6.45705711121991e-13 4.34319247233361e-13 16.1440396173127 16.1440396173446 16.1440396173607
0.084 1.98951966012828e-13 6.96331881044898e-13 4.68070027181966e-13 16.1440396173088 16.1440396173428 16.1440396173602
0.087 2.17603712826531e-13 7.49622586226906e-13 5.03597163969971e-13 16.1440396173049 16.144039617341 16.1440396173597
0.09 2.37143638059933e-13 8.06466005087714e-13 5.39124300757976e-13 16.1440396173008 16.1440396173391 16.1440396173591
0.093 2.57571741713036e-13 8.63309423948522e-13 5.77315972805081e-13 16.1440396172967 16.1440396173371 16.1440396173585
0.096 2.79776202205539e-13 9.2370555648813e-13 6.16395823271887e-13 16.1440396172924 16.1440396173351 16.1440396173579
