-6 0
-5.8 0
-5.6 0
-5.4 0
-5.2 0
-5 10
-4.8 5
-4.6 10
-4.4 5
-4.2 20
-4 60
-3.8 75
-3.6 125
-3.4 165
-3.2 230
-3 295
-2.8 325
-2.6 530
-2.4 675
-2.2 985
-2 1115
-1.8 1280
-1.6 1485
-1.4 1760
-1.2 1945
-1 2265
-0.8 2465
-0.6 2445
-0.4 2555
-0.2 2705
0 2840
0.2 2995
0.4 2675
0.6 2500
0.8 2620
1 2200
1.2 1945
1.4 1630
1.6 1440
1.8 1265
2 1040
2.2 825
2.4 710
2.6 495
2.8 325
3 275
3.2 190
3.4 135
3.6 140
3.8 75
4 45
4.2 40
4.4 15
4.6 5
4.8 10
5 5
5.2 15
5.4 5
5.6 0
5.8 5
6 0
